1,100,8.89786167501
1,200,-12.3419892979
1,300,-12.3419892979
1,400,-52.5901177869
1,500,-52.5901177869
1,600,-52.5901177869
1,700,-52.5901177869
1,800,-52.5901177869
1,900,-52.5901177869
1,1000,-52.5901177869
1,1100,-52.5901177869
1,1200,-52.5901177869
1,1300,-52.5901177869
1,1400,-86.1205232286
1,1500,-86.1205232286
1,1600,-113.180072304
1,1700,-113.180072304
1,1800,-113.180072304
1,1900,-296.870634114
1,2000,-296.870634114
1,2100,-296.870634114
1,2200,-296.870634114
1,2300,-296.870634114
1,2400,-296.870634114
1,2500,-296.870634114
1,2600,-296.870634114
1,2700,-296.870634114
1,2800,-296.870634114
1,2900,-296.870634114
1,3000,-296.870634114
1,3100,-296.870634114
1,3200,-296.870634114
1,3300,-296.870634114
1,3400,-296.870634114
1,3500,-296.870634114
1,3600,-296.870634114
1,3700,-296.870634114
1,3800,-296.870634114
1,3900,-296.870634114
1,4000,-296.870634114
1,4100,-296.870634114
1,4200,-296.870634114
1,4300,-296.870634114
1,4400,-296.870634114
1,4500,-296.870634114
1,4600,-296.870634114
1,4700,-296.870634114
1,4800,-296.870634114
1,4900,-296.870634114
1,5000,-296.870634114
1,5100,-296.870634114
1,5200,-296.870634114
1,5300,-296.870634114
1,5400,-296.870634114
1,5500,-296.870634114
1,5600,-296.870634114
1,5700,-296.870634114
1,5800,-296.870634114
1,5900,-296.870634114
1,6000,-296.870634114
1,6100,-296.870634114
1,6200,-296.870634114
1,6300,-296.870634114
1,6400,-296.870634114
1,6500,-296.870634114
1,6600,-296.870634114
1,6700,-296.870634114
1,6800,-296.870634114
1,6900,-296.870634114
1,7000,-361.602830255
1,7100,-361.602830255
1,7200,-361.602830255
1,7300,-361.602830255
1,7400,-361.602830255
1,7500,-361.602830255
1,7600,-361.602830255
1,7700,-361.602830255
1,7800,-361.602830255
1,7900,-361.602830255
1,8000,-361.602830255
1,8100,-361.602830255
1,8200,-361.602830255
1,8300,-361.602830255
1,8400,-361.602830255
1,8500,-361.602830255
1,8600,-361.602830255
1,8700,-361.602830255
1,8800,-361.602830255
1,8900,-361.602830255
1,9000,-361.602830255
1,9100,-361.602830255
1,9200,-361.602830255
1,9300,-361.602830255
1,9400,-361.602830255
1,9500,-361.602830255
1,9600,-361.602830255
1,9700,-361.602830255
1,9800,-361.602830255
1,9900,-361.602830255
1,10000,-361.602830255
1,10100,-361.602830255
1,10200,-361.602830255
1,10300,-361.602830255
1,10400,-361.602830255
1,10500,-361.602830255
1,10600,-361.602830255
1,10700,-361.602830255
1,10800,-361.602830255
1,10900,-361.602830255
1,11000,-361.602830255
1,11100,-361.602830255
1,11200,-361.602830255
1,11300,-361.602830255
1,11400,-361.602830255
1,11500,-361.602830255
1,11600,-361.602830255
1,11700,-361.602830255
1,11800,-361.602830255
1,11900,-361.602830255
1,12000,-361.602830255
1,12100,-361.602830255
1,12200,-361.602830255
1,12300,-361.602830255
1,12400,-361.602830255
1,12500,-361.602830255
1,12600,-361.602830255
1,12700,-361.602830255
1,12800,-361.602830255
1,12900,-361.602830255
1,13000,-361.602830255
1,13100,-361.602830255
1,13200,-361.602830255
1,13300,-361.602830255
1,13400,-361.602830255
1,13500,-361.602830255
1,13600,-361.602830255
1,13700,-361.602830255
1,13800,-361.602830255
1,13900,-361.602830255
1,14000,-361.602830255
1,14100,-361.602830255
1,14200,-361.602830255
1,14300,-361.602830255
1,14400,-361.602830255
1,14500,-361.602830255
1,14600,-361.602830255
1,14700,-361.602830255
1,14800,-361.602830255
1,14900,-361.602830255
1,15000,-361.602830255
1,15100,-361.602830255
1,15200,-361.602830255
1,15300,-361.602830255
1,15400,-361.602830255
1,15500,-361.602830255
1,15600,-361.602830255
1,15700,-361.602830255
1,15800,-361.602830255
1,15900,-361.602830255
1,16000,-361.602830255
1,16100,-361.602830255
1,16200,-361.602830255
1,16300,-361.602830255
1,16400,-361.602830255
1,16500,-361.602830255
1,16600,-361.602830255
1,16700,-361.602830255
1,16800,-361.602830255
1,16900,-361.602830255
1,17000,-361.602830255
1,17100,-361.602830255
1,17200,-361.602830255
1,17300,-361.602830255
1,17400,-361.602830255
1,17500,-361.602830255
1,17600,-361.602830255
1,17700,-361.602830255
1,17800,-361.602830255
1,17900,-361.602830255
1,18000,-361.602830255
1,18100,-361.602830255
1,18200,-361.602830255
1,18300,-361.602830255
1,18400,-361.602830255
1,18500,-361.602830255
1,18600,-361.602830255
1,18700,-361.602830255
1,18800,-361.602830255
1,18900,-361.602830255
1,19000,-361.602830255
1,19100,-361.602830255
1,19200,-361.602830255
1,19300,-361.602830255
1,19400,-361.602830255
1,19500,-361.602830255
1,19600,-361.602830255
1,19700,-361.602830255
1,19800,-361.602830255
1,19900,-361.602830255
1,20000,-361.602830255
1,20100,-361.602830255
1,20200,-361.602830255
1,20300,-361.602830255
1,20400,-361.602830255
1,20500,-361.602830255
1,20600,-361.602830255
1,20700,-361.602830255
1,20800,-361.602830255
1,20900,-361.602830255
1,21000,-361.602830255
1,21100,-361.602830255
1,21200,-361.602830255
1,21300,-361.602830255
1,21400,-361.602830255
1,21500,-361.602830255
1,21600,-361.602830255
1,21700,-361.602830255
1,21800,-361.602830255
1,21900,-361.602830255
1,22000,-361.602830255
1,22100,-361.602830255
1,22200,-361.602830255
1,22300,-361.602830255
1,22400,-361.602830255
1,22500,-361.602830255
1,22600,-361.602830255
1,22700,-361.602830255
1,22800,-361.602830255
1,22900,-361.602830255
1,23000,-361.602830255
1,23100,-361.602830255
1,23200,-361.602830255
1,23300,-361.602830255
1,23400,-361.602830255
1,23500,-361.602830255
1,23600,-361.602830255
1,23700,-361.602830255
1,23800,-361.602830255
1,23900,-361.602830255
1,24000,-361.602830255
1,24100,-361.602830255
1,24200,-361.602830255
1,24300,-361.602830255
1,24400,-361.602830255
1,24500,-361.602830255
1,24600,-361.602830255
1,24700,-361.602830255
1,24800,-361.602830255
1,24900,-361.602830255
1,25000,-361.602830255
1,25100,-361.602830255
1,25200,-361.602830255
1,25300,-361.602830255
1,25400,-361.602830255
1,25500,-361.602830255
1,25600,-361.602830255
1,25700,-361.602830255
1,25800,-361.602830255
1,25900,-361.602830255
1,26000,-361.602830255
1,26100,-361.602830255
1,26200,-361.602830255
1,26300,-361.602830255
1,26400,-361.602830255
1,26500,-361.602830255
1,26600,-361.602830255
1,26700,-361.602830255
1,26800,-361.602830255
1,26900,-361.602830255
1,27000,-361.602830255
1,27100,-361.602830255
1,27200,-361.602830255
1,27300,-361.602830255
1,27400,-361.602830255
1,27500,-361.602830255
1,27600,-361.602830255
1,27700,-361.602830255
1,27800,-361.602830255
1,27900,-361.602830255
1,28000,-361.602830255
1,28100,-361.602830255
1,28200,-361.602830255
1,28300,-361.602830255
1,28400,-361.602830255
1,28500,-361.602830255
1,28600,-361.602830255
1,28700,-361.602830255
1,28800,-361.602830255
1,28900,-361.602830255
1,29000,-361.602830255
1,29100,-361.602830255
1,29200,-361.602830255
1,29300,-361.602830255
1,29400,-361.602830255
1,29500,-361.602830255
1,29600,-361.602830255
1,29700,-361.602830255
1,29800,-361.602830255
1,29900,-361.602830255
1,30000,-361.602830255
1,30100,-361.602830255
1,30200,-361.602830255
1,30300,-361.602830255
1,30400,-361.602830255
1,30500,-361.602830255
1,30600,-361.602830255
1,30700,-361.602830255
1,30800,-361.602830255
1,30900,-361.602830255
1,31000,-361.602830255
1,31100,-361.602830255
1,31200,-361.602830255
1,31300,-361.602830255
1,31400,-361.602830255
1,31500,-361.602830255
1,31600,-361.602830255
1,31700,-361.602830255
1,31800,-361.602830255
1,31900,-361.602830255
1,32000,-361.602830255
1,32100,-361.602830255
1,32200,-361.602830255
1,32300,-361.602830255
1,32400,-361.602830255
1,32500,-361.602830255
1,32600,-361.602830255
1,32700,-361.602830255
1,32800,-361.602830255
1,32900,-361.602830255
1,33000,-361.602830255
1,33100,-361.602830255
1,33200,-361.602830255
1,33300,-361.602830255
1,33400,-361.602830255
1,33500,-361.602830255
1,33600,-361.602830255
1,33700,-361.602830255
1,33800,-361.602830255
1,33900,-361.602830255
1,34000,-361.602830255
1,34100,-361.602830255
1,34200,-361.602830255
1,34300,-361.602830255
1,34400,-361.602830255
1,34500,-361.602830255
1,34600,-361.602830255
1,34700,-361.602830255
1,34800,-361.602830255
1,34900,-361.602830255
1,35000,-361.602830255
1,35100,-361.602830255
1,35200,-361.602830255
1,35300,-361.602830255
1,35400,-361.602830255
1,35500,-361.602830255
1,35600,-361.602830255
1,35700,-361.602830255
1,35800,-361.602830255
1,35900,-361.602830255
1,36000,-361.602830255
1,36100,-361.602830255
1,36200,-361.602830255
